       p  acos(c)[deg]     σ₁²     σ₂²     σ₃²     σ₄²     σ₅²     σ₆²
-1.0e+00         58.01  1.6818  0.6577  0.1239  1.6818  0.6577 -0.0000
-1.0e+00         58.14  1.6841  0.6555  0.1196  1.6841  0.6555 -0.0000
-1.0e+00         58.28  1.6863  0.6533  0.1153  1.6863  0.6533 -0.0000
-1.0e+00         58.41  1.6886  0.6511  0.1111  1.6886  0.6511 -0.0000
-1.0e+00         58.54  1.6908  0.6490  0.1068  1.6908  0.6490 -0.0000
-1.0e+00         58.68  1.6931  0.6468  0.1026  1.6931  0.6468 -0.0000
-1.0e+00         58.81  1.6953  0.6446  0.0984  1.6953  0.6446 -0.0000
-1.0e+00         58.94  1.6976  0.6424  0.0942  1.6976  0.6424 -0.0000
-1.0e+00         59.07  1.6998  0.6401  0.0900  1.6998  0.6401 -0.0000
-1.0e+00         59.21  1.7020  0.6379  0.0858  1.7020  0.6379 -0.0000
-1.0e+00         59.34  1.7043  0.6357  0.0817  1.7043  0.6357 -0.0000
-1.0e+00         59.47  1.7065  0.6335  0.0775  1.7065  0.6335 -0.0000
-1.0e+00         59.60  1.7087  0.6313  0.0734  1.7087  0.6313 -0.0000
-1.0e+00         59.73  1.7109  0.6290  0.0693  1.7109  0.6290 -0.0000
-1.0e+00         59.87  1.7131  0.6268  0.0652  1.7131  0.6268 -0.0000
-1.0e+00         60.00  1.7153  0.6246  0.0611  1.7153  0.6246 -0.0000
-1.0e+00         60.13  1.7175  0.6223  0.0570  1.7175  0.6223 -0.0000
-1.0e+00         60.26  1.7196  0.6201  0.0530  1.7196  0.6201 -0.0000
-1.0e+00         60.39  1.7218  0.6178  0.0490  1.7218  0.6178 -0.0000
-1.0e+00         60.52  1.7240  0.6156  0.0449  1.7240  0.6156 -0.0000
-1.0e+00         60.65  1.7261  0.6133  0.0409  1.7261  0.6133 -0.0000
-1.0e+00         60.78  1.7283  0.6111  0.0369  1.7283  0.6111 -0.0000
-1.0e+00         60.91  1.7304  0.6088  0.0330  1.7304  0.6088 -0.0000
-1.0e+00         61.04  1.7326  0.6065  0.0290  1.7326  0.6065 -0.0000
-1.0e+00         61.17  1.7347  0.6042  0.0251  1.7347  0.6042 -0.0000
-1.0e+00         61.30  1.7368  0.6020  0.0212  1.7368  0.6020 -0.0000
-1.0e+00         61.43  1.7390  0.5997  0.0173  1.7390  0.5997 -0.0000
-1.0e+00         61.56  1.7411  0.5974  0.0134  1.7411  0.5974 -0.0000
-1.0e+00         61.69  1.7432  0.5951  0.0095  1.7432  0.5951 -0.0000
-1.0e+00         61.82  1.7453  0.5928  0.0057  1.7453  0.5928 -0.0000
-1.0e+00         61.95  1.7474  0.5905  0.0018  1.7474  0.5905 -0.0000
-1.0e+00         62.08  1.7495  0.5882 -0.0020  1.7495  0.5882 -0.0000
-1.0e+00         62.20  1.7516  0.5859 -0.0058  1.7516  0.5859 -0.0000
-1.0e+00         62.33  1.7536  0.5836 -0.0095  1.7536  0.5836 -0.0000
-1.0e+00         62.46  1.7557  0.5812 -0.0133  1.7557  0.5812 -0.0000
-1.0e+00         62.59  1.7578  0.5789 -0.0170  1.7578  0.5789 -0.0000
-1.0e+00         62.72  1.7598  0.5766 -0.0207  1.7598  0.5766 -0.0000
-1.0e+00         62.85  1.7619  0.5742 -0.0244  1.7619  0.5742 -0.0000
-1.0e+00         62.97  1.7639  0.5719 -0.0280  1.7639  0.5719 -0.0000
-1.0e+00         63.10  1.7659  0.5696 -0.0317  1.7659  0.5696 -0.0000
-1.0e+00         63.23  1.7680  0.5672 -0.0353  1.7680  0.5672 -0.0000
-1.0e+00         63.36  1.7700  0.5649 -0.0389  1.7700  0.5649 -0.0000
-1.0e+00         63.48  1.7720  0.5625 -0.0425  1.7720  0.5625 -0.0000
-1.0e+00         63.61  1.7740  0.5602 -0.0460  1.7740  0.5602 -0.0000
-1.0e+00         63.74  1.7760  0.5578 -0.0496  1.7760  0.5578 -0.0000
-1.0e+00         63.86  1.7780  0.5554 -0.0531  1.7780  0.5554 -0.0000
-1.0e+00         63.99  1.7800  0.5530 -0.0566  1.7800  0.5530 -0.0000
-1.0e+00         64.12  1.7819  0.5507 -0.0600  1.7819  0.5507 -0.0000
-1.0e+00         64.24  1.7839  0.5483 -0.0635  1.7839  0.5483 -0.0000
-1.0e+00         64.37  1.7859  0.5459 -0.0669  1.7859  0.5459 -0.0000
-1.0e+00         64.49  1.7878  0.5435 -0.0703  1.7878  0.5435 -0.0000
-1.0e+00         64.62  1.7898  0.5411 -0.0736  1.7898  0.5411 -0.0000
-1.0e+00         64.75  1.7917  0.5387 -0.0770  1.7917  0.5387 -0.0000
-1.0e+00         64.87  1.7936  0.5363 -0.0803  1.7936  0.5363 -0.0000
-1.0e+00         65.00  1.7955  0.5339 -0.0836  1.7955  0.5339 -0.0000
-1.0e+00         65.12  1.7975  0.5315 -0.0868  1.7975  0.5315 -0.0000
-1.0e+00         65.25  1.7994  0.5291 -0.0901  1.7994  0.5291 -0.0000
-1.0e+00         65.37  1.8013  0.5266 -0.0933  1.8013  0.5266 -0.0000
-1.0e+00         65.50  1.8032  0.5242 -0.0964  1.8032  0.5242 -0.0000
-1.0e+00         65.62  1.8050  0.5218 -0.0996  1.8050  0.5218 -0.0000
-1.0e+00         65.75  1.8069  0.5193 -0.1027  1.8069  0.5193 -0.0000
-1.0e+00         65.87  1.8088  0.5169 -0.1058  1.8088  0.5169 -0.0000
-1.0e+00         66.00  1.8106  0.5144 -0.1089  1.8106  0.5144 -0.0000
-1.0e+00         66.12  1.8125  0.5120 -0.1119  1.8125  0.5120 -0.0000
-1.0e+00         66.25  1.8143  0.5095 -0.1150  1.8143  0.5095 -0.0000
-1.0e+00         66.37  1.8162  0.5071 -0.1180  1.8162  0.5071 -0.0000
-1.0e+00         66.49  1.8180  0.5046 -0.1209  1.8180  0.5046 -0.0000
-1.0e+00         66.62  1.8198  0.5021 -0.1238  1.8198  0.5021 -0.0000
-1.0e+00         66.74  1.8216  0.4997 -0.1267  1.8216  0.4997 -0.0000
-1.0e+00         66.86  1.8234  0.4972 -0.1296  1.8234  0.4972 -0.0000
-1.0e+00         66.99  1.8252  0.4947 -0.1325  1.8252  0.4947 -0.0000
-1.0e+00         67.11  1.8270  0.4922 -0.1353  1.8270  0.4922 -0.0000
-1.0e+00         67.23  1.8288  0.4897 -0.1381  1.8288  0.4897 -0.0000
-1.0e+00         67.36  1.8306  0.4872 -0.1408  1.8306  0.4872 -0.0000
-1.0e+00         67.48  1.8323  0.4847 -0.1435  1.8323  0.4847 -0.0000
-1.0e+00         67.60  1.8341  0.4822 -0.1462  1.8341  0.4822 -0.0000
-1.0e+00         67.73  1.8358  0.4797 -0.1489  1.8358  0.4797 -0.0000
-1.0e+00         67.85  1.8376  0.4772 -0.1515  1.8376  0.4772 -0.0000
-1.0e+00         67.97  1.8393  0.4747 -0.1541  1.8393  0.4747 -0.0000
-1.0e+00         68.10  1.8410  0.4721 -0.1566  1.8410  0.4721 -0.0000
-1.0e+00         68.22  1.8427  0.4696 -0.1592  1.8427  0.4696 -0.0000
